"Time (s) Run #1","Force (N) Run #1","Acceleration - x (m/s²) Run #1","Acceleration - y (m/s²) Run #1","Acceleration - z (m/s²) Run #1","Acceleration - resultant (m/s²) Run #1","Angular Velocity - x (rad/s) Run #1","Angular Velocity - y (rad/s) Run #1","Angular Velocity - z (rad/s) Run #1"
51.700,0.05,9.8,-0.1,0.0,9.8,0.0,0.0,-6.1E-4
51.750,0.05,9.8,-0.1,0.0,9.8,0.0,0.0,6.1E-4
51.800,0.04,9.8,-0.1,0.0,9.8,0.0,0.0,6.1E-4
51.850,0.04,9.8,-0.1,0.0,9.8,0.0,0.0,-6.1E-4
51.900,0.05,9.8,0.0,0.0,9.8,0.0,0.0,-6.1E-4
51.950,0.05,9.8,-0.1,0.0,9.8,0.0,0.0,-6.1E-4
52.000,0.05,9.8,-0.1,0.0,9.8,0.0,0.0,-6.1E-4
52.050,0.05,9.8,-0.1,0.0,9.8,0.0,0.0,-6.1E-4
52.100,0.04,9.8,-0.1,0.0,9.8,0.0,0.0,-6.1E-4
52.150,0.05,9.8,-0.1,0.0,9.8,0.0,0.0,6.1E-4
52.200,0.04,9.8,-0.1,0.0,9.8,0.0,0.0,-6.1E-4
52.250,0.05,9.8,-0.1,0.0,9.8,0.0,0.0,0.0
52.300,0.04,9.8,-0.1,0.0,9.8,0.0,0.0,-6.1E-4
52.350,0.05,9.8,-0.1,0.0,9.8,0.0,0.0,-6.1E-4
52.400,0.05,9.8,-0.1,0.0,9.8,0.0,0.0,-6.1E-4
52.450,0.04,9.8,-0.1,0.0,9.8,0.0,0.0,-6.1E-4
52.500,0.04,9.8,-0.1,0.0,9.8,0.0,0.0,6.1E-4
52.550,0.04,9.8,-0.1,0.0,9.8,0.0,0.0,6.1E-4
52.600,0.05,9.8,-0.1,0.0,9.8,0.0,0.0,6.1E-4
52.650,0.05,9.8,-0.1,0.0,9.8,0.0,0.0,6.1E-4
52.700,0.04,9.8,-0.1,0.0,9.8,0.0,0.0,-6.1E-4
52.750,0.05,9.8,-0.1,0.0,9.8,0.0,0.0,-6.1E-4
52.800,0.04,9.8,-0.1,0.0,9.8,0.0,0.0,-6.1E-4
52.850,0.06,9.8,-0.1,0.0,9.8,0.0,0.0,0.0
52.900,0.05,9.8,-0.1,0.0,9.8,0.0,0.0,-6.1E-4
52.950,0.05,9.8,-0.1,0.0,9.8,0.0,0.0,-6.1E-4
53.000,0.05,9.8,-0.1,0.0,9.8,0.0,0.0,0.0
53.050,0.04,9.8,-0.1,0.0,9.8,0.0,0.0,6.1E-4
53.100,0.05,9.8,-0.1,0.0,9.8,0.0,0.0,-6.1E-4
53.150,0.05,9.8,-0.1,0.0,9.8,0.0,0.0,-6.1E-4
53.200,0.04,9.8,-0.1,0.0,9.8,0.0,0.0,-6.1E-4
53.250,0.05,9.8,-0.1,0.0,9.8,0.0,0.0,-6.1E-4
53.300,0.04,9.8,-0.1,0.0,9.8,0.0,0.0,0.0
53.350,0.05,9.8,-0.1,0.0,9.8,0.0,0.0,-6.1E-4
53.400,0.05,9.8,-0.1,0.0,9.8,0.0,0.0,0.0
53.450,0.04,9.8,-0.1,0.0,9.8,0.0,0.0,6.1E-4
53.500,0.05,9.8,-0.1,0.0,9.8,0.0,0.0,6.1E-4
53.550,0.04,9.8,-0.1,0.0,9.8,0.0,0.0,-6.1E-4
53.600,0.03,9.8,-0.1,0.0,9.8,0.0,0.0,6.1E-4
53.650,0.04,9.8,-0.1,0.0,9.8,0.0,0.0,-6.1E-4
53.700,0.04,9.8,-0.1,0.0,9.8,0.0,0.0,0.0
53.750,0.05,9.8,-0.1,0.0,9.8,0.0,0.0,-6.1E-4
53.800,0.04,9.8,-0.1,0.0,9.8,0.0,0.0,-6.1E-4
53.850,0.05,9.8,-0.1,0.0,9.8,0.0,0.0,-6.1E-4
53.900,0.04,9.8,-0.1,0.0,9.8,0.0,0.0,0.0
53.950,0.02,9.8,-0.1,0.0,9.8,0.0,0.0,6.1E-4
54.000,0.03,9.8,-0.1,0.0,9.8,0.0,0.0,-6.1E-4
54.050,0.04,9.8,-0.1,0.0,9.8,0.0,0.0,-6.1E-4
54.100,0.03,9.8,-0.1,0.0,9.8,0.0,0.0,-6.1E-4
54.150,0.03,9.8,-0.1,0.0,9.8,0.0,0.0,-6.1E-4
54.200,0.03,9.8,-0.1,0.0,9.8,0.0,0.0,0.0
54.250,0.03,9.8,-0.1,0.0,9.8,0.0,0.0,-6.1E-4
54.300,0.04,9.8,-0.1,0.0,9.8,0.0,0.0,-6.1E-4
54.350,0.04,9.8,-0.1,0.0,9.8,0.0,0.0,-6.1E-4
54.400,0.03,9.8,-0.1,0.0,9.8,0.0,0.0,-6.1E-4
54.450,0.04,9.8,-0.1,0.0,9.8,0.0,0.0,-6.1E-4
54.500,0.03,9.8,-0.1,0.0,9.8,0.0,0.0,6.1E-4
54.550,0.04,9.8,-0.1,0.0,9.8,0.0,0.0,-6.1E-4
54.600,0.03,9.8,-0.1,0.0,9.8,0.0,0.0,-6.1E-4
54.650,0.03,9.8,-0.1,0.0,9.8,0.0,0.0,0.0
54.700,0.04,9.8,-0.1,0.0,9.8,0.0,0.0,6.1E-4
54.750,0.05,9.8,-0.1,0.0,9.8,0.0,0.0,-6.1E-4
54.800,0.04,9.8,-0.1,0.0,9.8,0.0,0.0,-6.1E-4
54.850,0.03,9.8,-0.1,0.0,9.8,0.0,0.0,6.1E-4
54.900,0.03,9.8,-0.1,0.0,9.8,0.0,0.0,-6.1E-4
54.950,0.05,9.8,-0.1,0.0,9.8,0.0,0.0,-6.1E-4
55.000,0.04,9.8,-0.1,0.0,9.8,0.0,0.0,-6.1E-4
55.050,0.05,9.8,-0.1,0.0,9.8,0.0,0.0,-6.1E-4
55.100,0.04,9.8,-0.1,0.0,9.8,0.0,0.0,-6.1E-4
55.150,0.05,9.8,-0.1,0.0,9.8,0.0,0.0,-6.1E-4
55.200,0.05,9.8,-0.1,0.0,9.8,0.0,0.0,-6.1E-4
55.250,0.04,9.8,-0.1,0.0,9.8,0.0,0.0,-6.1E-4
55.300,0.04,9.8,-0.1,0.0,9.8,0.0,0.0,-6.1E-4
55.350,0.05,9.8,-0.1,0.0,9.8,0.0,0.0,6.1E-4
55.400,0.05,9.8,-0.1,0.0,9.8,0.0,0.0,-6.1E-4
55.450,0.05,9.8,-0.1,0.0,9.8,0.0,0.0,6.1E-4
55.500,0.05,9.8,-0.1,0.0,9.8,0.0,0.0,-6.1E-4
55.550,0.05,9.8,-0.1,0.0,9.8,0.0,0.0,-6.1E-4
55.600,0.05,9.8,-0.1,0.0,9.8,0.0,0.0,-6.1E-4
55.650,0.05,9.8,-0.1,0.0,9.8,0.0,0.0,-6.1E-4
55.700,0.06,9.8,-0.1,0.0,9.8,0.0,0.0,-6.1E-4
55.750,0.06,9.8,-0.1,0.0,9.8,0.0,0.0,-6.1E-4
55.800,0.05,9.8,-0.1,0.0,9.8,0.0,0.0,6.1E-4
55.850,0.05,9.8,-0.1,0.0,9.8,0.0,0.0,-6.1E-4
55.900,0.05,9.8,-0.1,0.0,9.8,0.0,0.0,0.0
55.950,0.05,9.8,-0.1,0.0,9.8,0.0,0.0,-6.1E-4
56.000,0.06,9.8,-0.1,0.0,9.8,0.0,0.0,6.1E-4
56.050,0.05,9.8,-0.1,0.0,9.8,0.0,0.0,0.0
56.100,0.04,9.8,-0.1,0.0,9.8,0.0,0.0,-6.1E-4
56.150,0.05,9.8,-0.1,0.0,9.8,0.0,0.0,6.1E-4
56.200,0.05,9.8,-0.1,0.0,9.8,0.0,0.0,-6.1E-4
56.250,0.05,9.8,-0.1,0.0,9.8,0.0,0.0,-6.1E-4
56.300,0.03,9.8,-0.1,0.0,9.8,0.0,0.0,0.0
56.350,0.03,9.8,-0.1,0.0,9.8,0.0,0.0,-6.1E-4
56.400,0.03,9.8,-0.1,0.0,9.8,0.0,0.0,-6.1E-4
56.450,0.03,9.8,-0.1,0.0,9.8,0.0,0.0,0.0
56.500,0.01,9.8,-0.1,0.0,9.8,0.0,0.0,6.1E-4
56.550,0.03,9.8,-0.1,0.0,9.8,0.0,0.0,6.1E-4
56.600,0.04,9.8,-0.1,0.0,9.8,0.0,0.0,-6.1E-4
56.650,0.02,9.8,-0.1,0.0,9.8,0.0,0.0,-6.1E-4
56.700,0.02,9.8,-0.1,0.0,9.8,0.0,0.0,-6.1E-4
56.750,0.02,9.8,-0.1,0.0,9.8,0.0,0.0,-6.1E-4
56.800,0.03,9.8,-0.1,0.0,9.8,0.0,0.0,-6.1E-4
56.850,0.03,9.8,0.0,0.0,9.8,0.0,0.0,-6.1E-4
56.900,0.05,9.8,-0.1,0.0,9.8,0.0,0.0,-6.1E-4
56.950,0.04,9.8,-0.1,0.0,9.8,0.0,0.0,-6.1E-4
57.000,0.03,9.8,-0.1,0.0,9.8,0.0,0.0,6.1E-4
57.050,0.03,9.8,-0.1,0.0,9.8,0.0,0.0,-6.1E-4
57.100,0.04,9.8,-0.1,0.0,9.8,0.0,0.0,6.1E-4
57.150,0.04,9.8,-0.1,0.0,9.8,0.0,0.0,0.0
57.200,0.04,9.8,-0.1,0.0,9.8,0.0,0.0,6.1E-4
57.250,0.04,9.8,-0.1,0.0,9.8,0.0,0.0,0.0
57.300,0.04,9.8,-0.1,0.0,9.8,0.0,0.0,0.0
57.350,0.04,9.8,-0.1,0.0,9.8,0.0,0.0,-6.1E-4
57.400,0.04,9.8,-0.1,0.0,9.8,0.0,0.0,0.0
57.450,0.05,9.8,-0.1,0.0,9.8,0.0,0.0,0.0
57.500,0.04,9.8,-0.1,0.0,9.8,0.0,0.0,0.0
57.550,0.05,9.8,-0.1,0.0,9.8,0.0,0.0,-6.1E-4
57.600,0.05,9.8,-0.1,0.0,9.8,0.0,0.0,-6.1E-4
57.650,0.04,9.8,-0.1,0.0,9.8,0.0,0.0,6.1E-4
57.700,0.04,9.8,-0.1,0.0,9.8,0.0,0.0,0.0
57.750,0.05,9.8,-0.1,0.0,9.8,0.0,0.0,-6.1E-4
57.800,0.04,9.8,-0.1,0.0,9.8,0.0,0.0,-6.1E-4
57.850,0.05,9.8,0.0,0.0,9.8,0.0,0.0,-6.1E-4
57.900,0.05,9.8,-0.1,0.0,9.8,0.0,0.0,-6.1E-4
57.950,0.04,9.8,-0.1,0.0,9.8,0.0,0.0,-6.1E-4
58.000,0.04,9.8,-0.1,0.0,9.8,0.0,0.0,0.0
58.050,0.05,9.8,-0.1,0.0,9.8,0.0,0.0,-6.1E-4
58.100,0.03,9.8,-0.1,0.0,9.8,0.0,0.0,-6.1E-4
58.150,0.03,9.8,-0.1,0.0,9.8,0.0,0.0,-6.1E-4
58.200,0.02,9.8,-0.1,0.0,9.8,0.0,0.0,-6.1E-4
58.250,0.02,9.8,-0.1,0.0,9.8,0.0,0.0,-6.1E-4
58.300,0.05,9.8,-0.1,0.0,9.8,0.0,0.0,-6.1E-4
58.350,0.04,9.8,-0.1,0.0,9.8,0.0,0.0,-6.1E-4
58.400,0.04,9.8,-0.1,0.0,9.8,0.0,0.0,-6.1E-4
58.450,0.04,9.8,-0.1,0.0,9.8,0.0,0.0,6.1E-4
58.500,0.04,9.8,-0.1,0.0,9.8,0.0,0.0,-6.1E-4
58.550,0.04,9.8,-0.1,0.0,9.8,0.0,0.0,0.0
58.600,0.04,9.8,-0.1,0.0,9.8,0.0,0.0,-6.1E-4
58.650,0.04,9.8,-0.1,0.0,9.8,0.0,0.0,6.1E-4
58.700,0.04,9.8,-0.1,0.0,9.8,0.0,0.0,-6.1E-4
58.750,0.04,9.8,-0.1,0.0,9.8,0.0,0.0,-6.1E-4
58.800,0.03,9.8,-0.1,0.0,9.8,0.0,0.0,-6.1E-4
58.850,0.04,9.8,-0.1,0.0,9.8,0.0,0.0,0.0
58.900,0.04,9.8,-0.1,0.0,9.8,0.0,0.0,-6.1E-4
58.950,0.02,9.8,-0.1,0.0,9.8,0.0,0.0,-6.1E-4
59.000,0.04,9.8,-0.1,0.0,9.8,0.0,0.0,-6.1E-4
59.050,0.04,9.8,-0.1,0.0,9.8,0.0,0.0,-6.1E-4
59.100,0.04,9.8,-0.1,0.0,9.8,0.0,0.0,6.1E-4
59.150,0.03,9.8,-0.1,0.0,9.8,0.0,0.0,-6.1E-4
59.200,0.03,9.8,-0.1,0.0,9.8,0.0,0.0,0.0
59.250,0.04,9.8,-0.1,0.0,9.8,0.0,0.0,-6.1E-4
59.300,0.03,9.8,-0.1,0.0,9.8,0.0,0.0,-6.1E-4
59.350,0.04,9.8,-0.1,0.0,9.8,0.0,0.0,-6.1E-4
59.400,0.03,9.8,-0.1,0.0,9.8,0.0,0.0,-6.1E-4
59.450,0.03,9.8,-0.1,0.0,9.8,0.0,0.0,6.1E-4
59.500,0.04,9.8,-0.1,0.0,9.8,0.0,0.0,-6.1E-4
59.550,0.04,9.8,-0.1,0.0,9.8,0.0,0.0,-6.1E-4
59.600,0.03,9.8,-0.1,0.0,9.8,0.0,0.0,-6.1E-4
59.650,0.03,9.8,-0.1,0.0,9.8,0.0,0.0,-6.1E-4
59.700,0.04,9.8,-0.1,0.0,9.8,0.0,0.0,-6.1E-4
59.750,0.04,9.8,-0.1,0.0,9.8,0.0,0.0,-6.1E-4
59.800,0.04,9.8,-0.1,0.0,9.8,0.0,0.0,-6.1E-4
59.850,0.03,9.8,-0.1,0.0,9.8,0.0,0.0,-6.1E-4
59.900,0.02,9.8,-0.1,0.0,9.8,0.0,0.0,-6.1E-4
59.950,0.03,9.8,-0.1,0.0,9.8,0.0,0.0,-6.1E-4
60.000,0.04,9.8,-0.1,0.0,9.8,0.0,0.0,-6.1E-4
60.050,0.04,9.8,-0.1,0.0,9.8,0.0,0.0,-6.1E-4
60.100,0.05,9.8,-0.1,0.0,9.8,0.0,0.0,0.0
60.150,0.04,9.8,-0.1,0.0,9.8,0.0,0.0,-6.1E-4
60.200,0.04,9.8,-0.1,0.0,9.8,0.0,0.0,-6.1E-4
60.250,0.05,9.8,-0.1,0.0,9.8,0.0,0.0,0.0
60.300,0.05,9.8,-0.1,0.0,9.8,0.0,0.0,-6.1E-4
60.350,0.05,9.8,-0.1,0.0,9.8,0.0,0.0,-6.1E-4
60.400,0.04,9.8,-0.1,0.0,9.8,0.0,0.0,0.0
60.450,0.05,9.8,-0.1,0.0,9.8,0.0,0.0,-6.1E-4
60.500,0.04,9.8,-0.1,0.0,9.8,0.0,0.0,-6.1E-4
60.550,0.05,9.8,-0.1,0.0,9.8,0.0,0.0,-6.1E-4
60.600,0.05,9.8,-0.1,0.0,9.8,0.0,0.0,6.1E-4
60.650,0.05,9.8,-0.1,0.0,9.8,0.0,0.0,-6.1E-4
60.700,0.05,9.8,-0.1,0.0,9.8,0.0,0.0,-6.1E-4
60.750,0.06,9.8,-0.1,0.0,9.8,0.0,0.0,-6.1E-4
60.800,0.05,9.8,-0.1,0.0,9.8,0.0,0.0,-6.1E-4
60.850,0.05,9.8,-0.1,0.0,9.8,0.0,0.0,6.1E-4
60.900,0.05,9.8,-0.1,0.0,9.8,0.0,0.0,0.0
60.950,0.05,9.8,-0.1,0.0,9.8,0.0,0.0,-6.1E-4
61.000,0.04,9.8,-0.1,0.0,9.8,0.0,0.0,0.0
61.050,0.05,9.8,-0.1,0.0,9.8,0.0,0.0,-6.1E-4
61.100,0.06,9.8,-0.1,0.0,9.8,0.0,0.0,-6.1E-4
61.150,0.05,9.8,-0.1,0.0,9.8,0.0,0.0,-6.1E-4
61.200,0.06,9.8,-0.1,0.0,9.8,0.0,0.0,-6.1E-4
61.250,0.05,9.8,-0.1,0.0,9.8,0.0,0.0,-6.1E-4
61.300,0.04,9.8,-0.1,0.0,9.8,0.0,0.0,-6.1E-4
61.350,0.04,9.8,-0.1,0.0,9.8,0.0,0.0,6.1E-4
61.400,0.05,9.8,-0.1,0.0,9.8,0.0,0.0,0.0
61.450,0.05,9.8,-0.1,0.0,9.8,0.0,0.0,-6.1E-4
61.500,0.04,9.8,-0.1,0.0,9.8,0.0,0.0,-6.1E-4
61.550,0.04,9.8,-0.1,0.0,9.8,0.0,0.0,0.0
61.600,0.04,9.8,-0.1,0.0,9.8,0.0,0.0,6.1E-4
61.650,0.04,9.8,-0.1,0.0,9.8,0.0,0.0,-6.1E-4
61.700,0.03,9.8,-0.1,0.0,9.8,0.0,0.0,6.1E-4
61.750,0.04,9.8,-0.1,0.0,9.8,0.0,0.0,6.1E-4
61.800,0.04,9.8,-0.1,0.0,9.8,0.0,0.0,-6.1E-4
61.850,0.04,9.8,-0.1,0.0,9.8,0.0,0.0,-6.1E-4
61.900,0.04,9.8,-0.1,0.0,9.8,0.0,0.0,6.1E-4
61.950,0.05,9.8,-0.1,0.0,9.8,0.0,0.0,-6.1E-4
62.000,0.05,9.8,-0.1,0.0,9.8,0.0,0.0,-6.1E-4
62.050,0.04,9.8,-0.1,0.0,9.8,0.0,0.0,-6.1E-4
62.100,0.04,9.8,-0.1,0.0,9.8,0.0,0.0,6.1E-4
62.150,0.04,9.8,-0.1,0.0,9.8,0.0,0.0,0.0
62.200,0.04,9.8,-0.1,0.0,9.8,0.0,0.0,-6.1E-4
62.250,0.04,9.8,-0.1,0.0,9.8,0.0,0.0,-6.1E-4
62.300,0.04,9.8,-0.1,0.0,9.8,0.0,0.0,-6.1E-4
62.350,0.04,9.8,-0.1,0.0,9.8,0.0,0.0,0.0
62.400,0.05,9.8,-0.1,0.0,9.8,0.0,0.0,-6.1E-4
62.450,0.05,9.8,-0.1,0.0,9.8,0.0,0.0,6.1E-4
62.500,0.04,9.8,-0.1,0.0,9.8,0.0,0.0,-6.1E-4
62.550,0.04,9.8,-0.1,0.0,9.8,0.0,0.0,0.0
62.600,0.04,9.8,-0.1,0.0,9.8,0.0,0.0,-6.1E-4
62.650,0.05,9.8,-0.1,0.0,9.8,0.0,0.0,-6.1E-4
62.700,0.04,9.8,-0.1,0.0,9.8,0.0,0.0,6.1E-4
62.750,0.04,9.8,-0.1,0.0,9.8,0.0,0.0,0.0
62.800,0.04,9.8,-0.1,0.0,9.8,0.0,0.0,0.0
62.850,0.05,9.8,-0.1,0.0,9.8,0.0,0.0,-6.1E-4
62.900,0.05,9.8,-0.1,0.0,9.8,0.0,0.0,6.1E-4
62.950,0.04,9.8,-0.1,0.0,9.8,0.0,0.0,0.0
63.000,0.04,9.8,-0.1,0.0,9.8,0.0,0.0,-6.1E-4
63.050,0.02,9.8,-0.1,0.0,9.8,0.0,0.0,-6.1E-4
63.100,0.03,9.8,-0.1,0.0,9.8,0.0,0.0,-6.1E-4
63.150,0.04,9.8,-0.1,0.0,9.8,0.0,0.0,0.0
63.200,0.04,9.8,-0.1,0.0,9.8,0.0,0.0,-6.1E-4
63.250,0.05,9.8,-0.1,0.0,9.8,0.0,0.0,-6.1E-4
63.300,0.04,9.8,-0.1,0.0,9.8,0.0,0.0,-6.1E-4
63.350,0.05,9.8,-0.1,0.0,9.8,0.0,0.0,-6.1E-4
63.400,0.05,9.8,-0.1,0.0,9.8,0.0,0.0,-6.1E-4
63.450,0.05,9.8,-0.1,0.0,9.8,0.0,0.0,-6.1E-4
63.500,0.05,9.8,-0.1,0.0,9.8,0.0,0.0,6.1E-4
63.550,0.03,9.8,-0.1,0.0,9.8,0.0,0.0,-6.1E-4
63.600,0.04,9.8,-0.1,0.0,9.8,0.0,0.0,0.0
63.650,0.03,9.8,-0.1,0.0,9.8,0.0,0.0,-6.1E-4
63.700,0.03,9.8,-0.1,0.0,9.8,0.0,0.0,-6.1E-4
63.750,0.03,9.8,-0.1,0.0,9.8,0.0,0.0,-6.1E-4
63.800,0.03,9.8,-0.1,0.0,9.8,0.0,0.0,-6.1E-4
63.850,0.03,9.8,-0.1,0.0,9.8,0.0,0.0,0.0
63.900,0.04,9.8,-0.1,0.0,9.8,0.0,0.0,6.1E-4
63.950,0.03,9.8,-0.1,0.0,9.8,0.0,0.0,-6.1E-4
64.000,0.03,9.8,-0.1,0.0,9.8,0.0,0.0,-6.1E-4
64.050,0.04,9.8,-0.1,0.0,9.8,0.0,0.0,-6.1E-4
64.100,0.04,9.8,-0.1,0.0,9.8,0.0,0.0,-6.1E-4
64.150,0.04,9.8,-0.1,0.0,9.8,0.0,0.0,0.0
64.200,0.05,9.8,-0.1,0.0,9.8,0.0,0.0,6.1E-4
64.250,0.05,9.8,-0.1,0.0,9.8,0.0,0.0,6.1E-4
64.300,0.04,9.8,-0.1,0.0,9.8,0.0,0.0,-6.1E-4
64.350,0.04,9.8,-0.1,0.0,9.8,0.0,0.0,-6.1E-4
64.400,0.04,9.8,-0.1,0.0,9.8,0.0,0.0,-6.1E-4
64.450,0.04,9.8,-0.1,0.0,9.8,0.0,0.0,0.0
64.500,0.04,9.8,-0.1,0.0,9.8,0.0,0.0,-6.1E-4
64.550,0.04,9.8,-0.1,0.0,9.8,0.0,0.0,-6.1E-4
64.600,0.03,9.8,-0.1,0.0,9.8,0.0,0.0,-6.1E-4
64.650,0.03,9.8,-0.1,0.0,9.8,0.0,0.0,-6.1E-4
64.700,0.04,9.8,-0.1,0.0,9.8,0.0,0.0,-6.1E-4
64.750,0.04,9.8,-0.1,0.0,9.8,0.0,0.0,-6.1E-4
64.800,0.05,9.8,-0.1,0.0,9.8,0.0,0.0,0.0
64.850,0.05,9.8,-0.1,0.0,9.8,0.0,0.0,-6.1E-4
64.900,0.04,9.8,-0.1,0.0,9.8,0.0,0.0,-6.1E-4
64.950,0.04,9.8,-0.1,0.0,9.8,0.0,0.0,-6.1E-4
65.000,0.04,9.8,-0.1,0.0,9.8,0.0,0.0,-6.1E-4
65.050,0.04,9.8,-0.1,0.0,9.8,0.0,0.0,-6.1E-4
65.100,0.05,9.8,-0.1,0.0,9.8,0.0,0.0,-6.1E-4
65.150,0.05,9.8,-0.1,0.0,9.8,0.0,0.0,-6.1E-4
65.200,0.03,9.8,-0.1,0.0,9.8,0.0,0.0,6.1E-4
65.250,0.04,9.8,-0.1,0.0,9.8,0.0,0.0,6.1E-4
65.300,0.04,9.8,-0.1,0.0,9.8,0.0,0.0,-6.1E-4
65.350,0.05,9.8,-0.1,0.0,9.8,0.0,0.0,-6.1E-4
65.400,0.04,9.8,-0.1,0.0,9.8,0.0,0.0,-6.1E-4
65.450,0.04,9.8,-0.1,0.0,9.8,0.0,0.0,6.1E-4
65.500,0.04,9.8,-0.1,0.0,9.8,0.0,0.0,-6.1E-4
65.550,0.04,9.8,-0.1,0.0,9.8,0.0,0.0,-6.1E-4
65.600,0.04,9.8,-0.1,0.0,9.8,0.0,0.0,-6.1E-4
65.650,0.03,9.8,-0.1,0.0,9.8,0.0,0.0,0.0
65.700,0.04,9.8,-0.1,0.0,9.8,0.0,0.0,0.0
65.750,0.02,9.8,-0.1,0.0,9.8,0.0,0.0,-6.1E-4
65.800,0.04,9.8,-0.1,0.0,9.8,0.0,0.0,-6.1E-4
65.850,0.04,9.8,-0.1,0.0,9.8,0.0,0.0,6.1E-4
65.900,0.05,9.8,-0.1,0.0,9.8,0.0,0.0,-6.1E-4
65.950,0.04,9.8,-0.1,0.0,9.8,0.0,0.0,-6.1E-4
66.000,0.05,9.8,-0.1,0.0,9.8,0.0,0.0,0.0
66.050,0.04,9.8,-0.1,0.0,9.8,0.0,0.0,-6.1E-4
66.100,0.04,9.8,-0.1,0.0,9.8,0.0,0.0,-6.1E-4
66.150,0.04,9.8,-0.1,0.0,9.8,0.0,0.0,-6.1E-4
66.200,0.04,9.8,-0.1,0.0,9.8,0.0,0.0,-6.1E-4
66.250,0.03,9.8,-0.1,0.0,9.8,0.0,0.0,-6.1E-4
66.300,0.05,9.8,-0.1,0.0,9.8,0.0,0.0,-6.1E-4
66.350,0.05,9.8,-0.1,0.0,9.8,0.0,0.0,0.0
66.400,0.04,9.8,-0.1,0.0,9.8,0.0,0.0,6.1E-4
66.450,0.03,9.8,-0.1,0.0,9.8,0.0,0.0,-6.1E-4
66.500,0.03,9.8,-0.1,0.0,9.8,0.0,0.0,-6.1E-4
66.550,0.03,9.8,-0.1,0.0,9.8,0.0,0.0,-6.1E-4
66.600,0.02,9.8,-0.1,0.0,9.8,0.0,0.0,6.1E-4
66.650,0.04,9.8,-0.1,0.0,9.8,0.0,0.0,-6.1E-4
66.700,0.04,9.8,-0.1,0.0,9.8,0.0,0.0,0.0
66.750,0.04,9.8,-0.1,0.0,9.8,0.0,0.0,-6.1E-4
66.800,0.05,9.8,-0.1,0.0,9.8,0.0,0.0,6.1E-4
66.850,0.04,9.8,-0.1,0.0,9.8,0.0,0.0,-6.1E-4
66.900,0.03,9.8,-0.1,0.0,9.8,0.0,0.0,-6.1E-4
66.950,0.05,9.8,-0.1,0.0,9.8,0.0,0.0,6.1E-4
67.000,0.04,9.8,-0.1,0.0,9.8,0.0,0.0,-6.1E-4
67.050,0.04,9.8,-0.1,0.0,9.8,0.0,0.0,6.1E-4
67.100,0.03,9.8,-0.1,0.0,9.8,0.0,0.0,6.1E-4
67.150,0.03,9.8,-0.1,0.0,9.8,0.0,0.0,-6.1E-4
67.200,0.04,9.8,-0.1,0.0,9.8,0.0,0.0,6.1E-4
67.250,0.04,9.8,-0.1,0.0,9.8,0.0,0.0,0.0
67.300,0.04,9.8,-0.1,0.0,9.8,0.0,0.0,-6.1E-4
67.350,0.04,9.8,-0.1,0.0,9.8,0.0,0.0,6.1E-4
67.400,0.04,9.8,-0.1,0.0,9.8,0.0,0.0,0.0
67.450,0.04,9.8,-0.1,0.0,9.8,0.0,0.0,6.1E-4
67.500,0.04,9.8,-0.1,0.0,9.8,0.0,0.0,-6.1E-4
67.550,0.04,9.8,-0.1,0.0,9.8,0.0,0.0,-6.1E-4
67.600,0.04,9.8,-0.1,0.0,9.8,0.0,0.0,6.1E-4
67.650,0.04,9.8,-0.1,0.0,9.8,0.0,0.0,-6.1E-4
67.700,0.04,9.8,-0.1,0.0,9.8,0.0,0.0,-6.1E-4
67.750,0.04,9.8,-0.1,0.0,9.8,0.0,0.0,6.1E-4
67.800,0.06,9.8,-0.1,0.0,9.8,0.0,0.0,-6.1E-4
67.850,0.05,9.8,-0.1,0.0,9.8,0.0,0.0,-6.1E-4
67.900,0.05,9.8,-0.1,0.0,9.8,0.0,0.0,-6.1E-4
67.950,0.06,9.8,-0.1,0.0,9.8,0.0,0.0,6.1E-4
68.000,0.04,9.8,-0.1,0.0,9.8,0.0,0.0,6.1E-4
68.050,0.04,9.8,-0.1,0.0,9.8,0.0,0.0,6.1E-4
68.100,0.05,9.8,-0.1,0.0,9.8,0.0,0.0,0.0
68.150,0.05,9.8,-0.1,0.0,9.8,0.0,0.0,-6.1E-4
68.200,0.05,9.8,-0.1,0.0,9.8,0.0,0.0,-6.1E-4
68.250,0.05,9.8,-0.1,0.0,9.8,0.0,0.0,-6.1E-4
68.300,0.05,9.8,-0.1,0.0,9.8,0.0,0.0,-6.1E-4
68.350,0.05,9.8,-0.1,0.0,9.8,0.0,0.0,-6.1E-4
68.400,0.04,9.8,-0.1,0.0,9.8,0.0,0.0,-6.1E-4
68.450,0.05,9.8,-0.1,0.0,9.8,0.0,0.0,6.1E-4
68.500,0.05,9.8,-0.1,0.0,9.8,0.0,0.0,6.1E-4
68.550,0.04,9.8,-0.1,0.0,9.8,0.0,0.0,6.1E-4
68.600,0.04,9.8,-0.1,0.0,9.8,0.0,0.0,-6.1E-4
68.650,0.04,9.8,-0.1,0.0,9.8,0.0,0.0,-6.1E-4
68.700,0.04,9.8,-0.1,0.0,9.8,0.0,0.0,-6.1E-4
68.750,0.04,9.8,-0.1,0.0,9.8,0.0,0.0,6.1E-4
68.800,0.04,9.8,-0.1,0.0,9.8,0.0,0.0,-6.1E-4
68.850,0.04,9.8,-0.1,0.0,9.8,0.0,0.0,-6.1E-4
